Target,TIC,Author,Sector,Temperature,Plx,Gmag,BP-RP,Type,Spectral Type,Lightcurve Notes
MWC 758,73816033,SPOC,71,7314,6.4157,8.220417,0.424628,Herbig Ae/Be Star,A8,"Amplitude ~10%, pulsations at higher frequencies 15-40 d^-1"
DM Tau,61259576,SPOC,43,3897,6.9421,13.095755,2.028674,Orion Variable,M2,"Amplitude ~10%, jagged structure with sharp peaks/troughs"
DM Tau,61259576,SPOC,44,3897,6.9421,13.095755,2.028674,Orion Variable,M2,"Amplitude ~13%, jagged structure with sharp peaks/troughs, smoother for smaller frequncies"
DM Tau,61259576,SPOC,70,3897,6.9421,13.095755,2.028674,Orion Variable,M2,"Amplitude ~7%, jagged structure with sharp peaks/troughs"
DM Tau,61259576,SPOC,71,3897,6.9421,13.095755,2.028674,Orion Variable,M2,"Amplitude ~ 5%, jagged structure with sharp peaks/troughs, amplitude increases with time"
AA Tau,268510757,SPOC,43,3783,7.4255,14.42295,2.543629,Orion Variable,K5,"Amplitude ~15%, many substructures, sharp peaks"
AA Tau,268510757,SPOC,44,3783,7.4255,14.42295,2.543629,Orion Variable,K5,"Amplitude ~15%, greater small variability, sharp peaks"
AA Tau,268510757,SPOC,70,3783,7.4255,14.42295,2.543629,Orion Variable,K5,"Bigger amplitude ~40%, smaller amplitude ~ 5%, smooth curves, many spikes"
AA Tau,268510757,SPOC,71,3783,7.4255,14.42295,2.543629,Orion Variable,K5,"Bigger amplitude ~50%, smaller amplitude ~20%, smooth curves, some small spikes"
LkCa 15,118681038,SPOC,43,4194,6.3619,11.591105,1.63856,Orion Variable,K5,"Dipper? troughs at ~25% and ~50%, really jagged"
LkCa 15,118681038,SPOC,44,4194,6.3619,11.591105,1.63856,Orion Variable,K5,"Dipper? troughs at ~25% and ~50%, really jagged + spike"
LkCa 15,118681038,SPOC,70,4194,6.3619,11.591105,1.63856,Orion Variable,K5,"Dipper? troughs at ~25%, really jagged"
LkCa 15,118681038,SPOC,71,4194,6.3619,11.591105,1.63856,Orion Variable,K5,"Dipper? troughs at varying depths ~10-40%, jagged"
HD 38242,100479228,QLP,5,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2%, more spaced out spikes"
HD 38242,100479228,QLP,6,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2% with increasing big structure, more spaced out spikes"
HD 38242,100479228,QLP,32,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2% with decreasing big structure, more spaced out spikes"
HD 38242,100479228,QLP,33,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2% with sinusoidal big structure, more spaced out spikes"
HD 38242,100479228,QLP,87,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2% with sinusoidal big structure, scrunched"
HD 38242,100479228,QLP,98,4744,3.3299,7.98784,1.244267,Star,K1,"Varying amplitudes < 0.2% with decreasing big structure, more spaced out spikes + scrunch"
CQ Tau,74632969,SPOC,43,4980,6.6946,10.228766,1.158207,Herbig Ae/Be,F5,"Varying troughs up to ~50%, pointed, aperiodic"
CQ Tau,74632969,SPOC,44,4980,6.6946,10.228766,1.158207,Herbig Ae/Be,F5,"Varying troughs up to ~60%, smoother, aperiodic"
CQ Tau,74632969,SPOC,45,4980,6.6946,10.228766,1.158207,Herbig Ae/Be,F5,"Varying troughs up to ~40%, smoother, aperiodic"
CQ Tau,74632969,SPOC,71,4980,6.6946,10.228766,1.158207,Herbig Ae/Be,F5,"Varying troughs up to ~60%, smoother, aperiodic"
CQ Tau,74632969,SPOC,72,4980,6.6946,10.228766,1.158207,Herbig Ae/Be,F5,"Varying troughs up to ~60%, smoother, aperiodic"
Sy Cha,394816720,SPOC,93,4224,5.533,12.537558,1.95875,Orion Variable,K5,"Amplitude ~20%, smooth bumps with sharp valleys, mini curves"
Sy Cha,394816720,TESS-SPOC,66,4224,5.533,12.537558,1.95875,Orion Variable,K5,Amplitude ~20% with blips in increase on one bump
PDS 66,339812943,SPOC,11,4593,10.2152,9.972893,1.309107,T Tauri,K1,"Amplitude ~3%, relatively smooth, many spikes, peak power at ~0.5"
PDS 66,339812943,SPOC,12,4593,10.2152,9.972893,1.309107,T Tauri,K1,"Amplitude ~4%, relatively smooth, many spikes, peak power at ~0.5"
PDS 66,339812943,SPOC,38,4593,10.2152,9.972893,1.309107,T Tauri,K1,"Amplitude ~5%, many spikes, peak power at ~0.5, pointed humps"
PDS 66,339812943,SPOC,100,4593,10.2152,9.972893,1.309107,T Tauri,K1,"Amplitude < 2%, very jagged, peak power at ~0.5"
HD 135344B,307602388,SPOC,11,9154,7.4074,8.514243,0.721951,Orion Variable,F2,"Bigger amplitude ~1%, smaller amplitude ~0.2%, periodogram has higher fre (~75)"
HD 135344B,307602388,SPOC,65,9154,7.4074,8.514243,0.721951,Orion Variable,F2,"Relatively flat with ~3% dips, periodogram has higher freq (~75%)"
HD 135344B,307602388,TESS-SPOC,11,9154,7.4074,8.514243,0.721951,Orion Variable,F2,"Amplitude ~1%, jagged, thinner, periodogram is sinusoidal"
HD 135344B,307602388,TESS-SPOC,38,9154,7.4074,8.514243,0.721951,Orion Variable,F2,"Amplitude ~0.2%, spikes in periodogram at ~60 and 70"
HD 135344B,307602388,TESS-SPOC,65,9154,7.4074,8.514243,0.721951,Orion Variable,F2,"Amplitude ~0.2% with 1% spikes, spikes in periodogram at ~60 and 71"
RX J1604.3-2130,,,,,,,,,,
WRAY 15-1443,95977956,SPOC,12,4343,6.4274,11.494051,1.561641,T Tauri,K5,"Amplitude ~5%, big spike, moving smaller dip"
WRAY 15-1443,95977956,TESS-SPOC,12,4343,6.4274,11.494051,1.561641,T Tauri,K5,"Dips ~5%, big spike, moving smaller dip"
WRAY 15-1443,95977956,TESS-SPOC,65,4343,6.4274,11.494051,1.561641,T Tauri,K5,"Big amplitude ~4%, small amplitude ~0.5%, some jagged troughs"
V4046Sgr,60068392,SPOC,13,4271,13.9893,9.927611,1.517727,Spectroscopic Binary,K5+K7,"Amplitude ~2.5%, moving bump, many spikes"
V4046Sgr,60068392,SPOC,66,4271,13.9893,9.927611,1.517727,Spectroscopic Binary,K5+K7,"Amplitude ~2.5%, moving bump, spikes, jagged"
V4046Sgr,60068392,SPOC,91,4271,13.9893,9.927611,1.517727,Spectroscopic Binary,K5+K7,"Amplitude ~2%, many spikes, jagged"
V4046Sgr,60068392,SPOC,92,4271,13.9893,9.927611,1.517727,Spectroscopic Binary,K5+K7,"Amplitude ~2%, many spikes (+massive one), jagged"
V4046Sgr,60068392,SPOC,93,4271,13.9893,9.927611,1.517727,Spectroscopic Binary,K5+K7,"Amplitude ~1.5%, many spikes (+massive one), jagged"
WRAY 15-1880,391106960,SPOC,94,4289,6.6212,11.720253,1.528785,T Tauri,K2,"Dips ~5-10%, goes up, big spikes, jagged"
WRAY 15-1880,391106960,TESS-SPOC,13,4289,6.6212,11.720253,1.528785,T Tauri,K2,"Dipper?  Dips periodically ~25-35%, jagged, periodogram peaks at ~0.5"
IRAS 18489-3703,253812994,SPOC,94,4365,6.7986,11.715565,1.49406,T Tauri,K7,"Amplitude ~4%, thicker, smooth, flattened light curve is linear"
IRAS 18489-3703,253812994,QLP,94,4365,6.7986,11.715565,1.49406,T Tauri,K7,"Amplitude ~4%, smooth, big drops at beginning, small spikes"
IRAS 18489-3703,253812994,QLP,67,4365,6.7986,11.715565,1.49406,T Tauri,K7,"Amplitude ~4%, second hump moving, many spikes"
HT Lup,99039842,SPOC,12,4506,6.5157,9.766766,1.620743,Orion Variable,K3,"Amplitude ~10%, moving second hump, pointed, three distinct spikes in periodogram 0-1"
HT Lup,99039842,SPOC,38,4506,6.5157,9.766766,1.620743,Orion Variable,K3,"Amplitude ~15%, moving second hump, pointed, two distinct spikes in periodogram 0-2"
HT Lup,99039842,SPOC,65,4506,6.5157,9.766766,1.620743,Orion Variable,K3,"Amplitude ~ 4%, periodic dips, jags near or at peaks"
GW Lup,99211574,SPOC,12,3751,6.4432,13.097024,2.375441,Orion Variable,M1,"Amplitude ~15%, decreasing amplitude, pointed"
GW Lup,99211574,SPOC,65,3751,6.4432,13.097024,2.375441,Orion Variable,M1,"Amplitude ~1%, giant spike, periodic at beginning"
IM Lup,364203272,SPOC,12,4144,6.4175,11.186081,1.774526,Orion Variable,M0,"Amplitude ~15%, maybe moving hump? smooth"
IM Lup,364203272,TESS-SPOC,12,4144,6.4175,11.186081,1.774526,Orion Variable,M0,"Varying dips < 30%, smooth, thin"
IM Lup,364203272,TESS-SPOC,65,4144,6.4175,11.186081,1.774526,Orion Variable,M0,"Amplitude ~ 10%, jagged, overall increasing, many spikes"
WRAY 15-1400,279883855,SPOC,12,4018,6.2449,12.365674,1.887134,T Tauri,K7,"Amplitude ~10%, big dip at the end, smooth portions and jagged portions"
WRAY 15-1400,279883855,SPOC,39,4018,6.2449,12.365674,1.887134,T Tauri,K7,"Amplitude ~10%, jagged, smaller structures with wide spikes"
WRAY 15-1400,279883855,TESS-SPOC,12,4018,6.2449,12.365674,1.887134,T Tauri,K7,"Amplitude ~10%, big dip at the end, smooth portions and jagged portions, thinner"
WRAY 15-1400,279883855,TESS-SPOC,39,4018,6.2449,12.365674,1.887134,T Tauri,K7,"Amplitude ~10%, very jagged, smaller structures with wide spikes"
MY Lup,255464386,SPOC,12,4620,6.363,11.112859,1.454717,T Tauri,K0,"Dips ~40% with initial dip of ~60%, moving hump, periodogram peaks at 0.5"
MY Lup,255464386,SPOC,65,4620,6.363,11.112859,1.454717,T Tauri,K0,"Dips of ~20% and 40% (not regular), three spikes on periodogram in 0-1"
MY Lup,255464386,TESS-SPOC,12,4620,6.363,11.112859,1.454717,T Tauri,K0,"Dips ~40% with initial dip of ~60%, moving hump, wider with time"
MY Lup,255464386,TESS-SPOC,65,4620,6.363,11.112859,1.454717,T Tauri,K0,"Dips of ~20% and 40% (not regular), three spikes on periodogram in 0-1"
HD 142666,220764844,,,6072,6.8375,8.586451,0.764117,T Tauri,F0,
HD 143006,12658445,SPOC,91,5720,5.9759,9.889212,1.088434,Orion Variable,G5,"Amplitude ~0.5% with smaller wiggles at later times, big spikes"
HD 143006,12658445,QLP,91,5720,5.9759,9.889212,1.088434,Orion Variable,G5,"Amplitude ~0.5% with smaller wiggles at later times, big spikes/loses periodicity at later times"
V866 Sco,49165951,SPOC,91,5405*,0.5416,19.270676,1.741322,T Tauri,K0+K5,Decreasing sinusoidal structure with many dips (~5-10%)
V866 Sco,49165951,QLP,91,,0.5416,19.270676,1.741322,T Tauri,K0+K5,"Decreasing sinusoidal structure with many dips (~5-10%), jagged"
SR 4,98689015,SPOC,91,3318*,7.4208,11.87469,2.109507,Orion Variable,K0,"Drops/inclines ~5% or 10%, very jagged, sharp turns"
SR 4,98689015,QLP,91,,7.4208,11.87469,2.109507,Orion Variable,K0,"Drops/inclines ~5% or 10%, very jagged, sharp turns"
Elia 2-20,399155550,,,,7.2713,18.020058,4.270687,T Tauri,,
DoAr 25,399155492,SPOC,91,3479,7.2379,12.765257,2.583235,T Tauri,K5,"Relatively stable with occasional drops by 5% or 15%, periodogram has two humps in 0-1.5, spikes"
DoAr 25,399155492,QLP,91,3479,7.2379,12.765257,2.583235,T Tauri,K5,"Relatively stable with occasional drops by 5% or 15%, periodogram has two humps in 0-1.5, spikes"
Elia 2-24,399155591,SPOC,91,4483,7.1809,15.88337,4.106193,T Tauri,K6,"Amplitude ~10%, smooth, thick"
Elia 2-27,175596953,,,,9.0853,20.303087,2.8078,Orion Variable,M0,
DoAr 33,175744072,SPOC,91,3431,7.0646,13.256007,2.655465,T Tauri,K4,"Amplitude ~15%, many smaller bumps and spikes"
DoAr 33,175744072,QLP,91,3431,7.0646,13.256007,2.655465,T Tauri,K4,"Amplitude ~15%, many smaller bumps and spikes (potentially two flares in a row)"
ROX 27,175743629,SPOC,91,3469,7.3925,15.308198,3.611453,T Tauri,M0+M4,"Amplitude ~10%, bumpy second half, thick"
Hen 3-1258,12520666,SPOC,91,5124,8.1615,12.136793,2.471847,Orion Variable,K6,"Amplitude ~4%, sharp peaks generally w/ round troughs"
Hen 3-1258,12520666,QLP,91,5124,8.1615,12.136793,2.471847,Orion Variable,K6,"Amplitude ~4%, sharp peaks generally w/ round troughs, few smaller spikes"
AS 209,398865485,SPOC,91,3887,8.2477,10.984993,1.983294,T Tauri,K4,"Amplitude < 5%, sharp peaks with rounder troughs, many spikes"
AS 209,398865485,QLP,91,3887,8.2477,10.984993,1.983294,T Tauri,K4,"Amplitude < 5%, sharp peaks with rounder troughs, many spikes"
HD 163296,105083750,SPOC,91,8291,9.9043,6.844196,0.206717,Herbig Ae/Be,A3,"Amplitdue ~1% with 2% dips/jumps, very sharp, periodogram peaks at ~0.5"
HD 163296,105083750,SPOC,92,8291,9.9043,6.844196,0.206717,Herbig Ae/Be,A3,"Amplitude ~1% with 2% dips/jumps, begins w/ downward slope"
HD 163296,105083750,QLP,91,8291,9.9043,6.844196,0.206717,Herbig Ae/Be,A3,"Amplitdue ~1% with 2% dips/jumps, very sharp, periodogram peaks at ~0.5"
HD 163296,105083750,QLP,92,8291,9.9043,6.844196,0.206717,Herbig Ae/Be,A3,"Amplitude ~1% with 2% dips/jumps, begins w/ downward slope"
V1493 Cyg,356774444,QLP,15,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitude ~8%, pulsations at 10-20 d^-1, HR diagram seems off"
V1493 Cyg,356774444,QLP,55,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitude ~2%, increasing overall shape"
V1493 Cyg,356774444,QLP,56,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitude ~2%, no high freq pulsations"
V1493 Cyg,356774444,QLP,75,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitude ~2%, increasing overall shape, small humps"
V1493 Cyg,356774444,QLP,76,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitude ~2%, aperiodic, 6% jump at 3370 days"
V1493 Cyg,356774444,QLP,82,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Amplitudy ~5%, constantly changing bumps but smooth"
V1493 Cyg,356774444,QLP,83,6266,0.8711,13.854384,2.867869,Herbig Ae/Be,A1,"Sharp 20% dip, ~5% amplitude, many shorter dips"
LkHa 259,265464119,QLP,17,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~6%, jagged, spike in periodogram at 3.1 and later, check HR diagram?"
LkHa 259,265464119,QLP,18,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~7%, jagged, spike in periodogram at 0.5 and 3.1"
LkHa 259,265464119,QLP,24,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~4%, jagged, periodogram peaks at 3.1 and later, smaller dips at later times"
LkHa 259,265464119,QLP,58,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~4%, Gaussian filter cannt remove, peak at 3.1 in periodogram, sinusoidal high-pass filter"
LkHa 259,265464119,QLP,77,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Last part has amplitude ~4%, beggining is very jagged shape, peak in periodogram at 3.1 and 5.5"
LkHa 259,265464119,QLP,78,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~4% with smaller amplitude 2%, spikes, periodogram spikes at 3.1 and 5.5"
LkHa 259,265464119,QLP,85,3881,1.3821,14.236583,2.63106,Herbig Ae/Be,A9,"Amplitude ~0.75% with smaller amplitude 0.25%, periodogram spikes at 3.1, 5.5, and 12.5"
PDS 520,404752671,SPOC,80,8051,2.6102,14.239171,2.713439,Orion Variable,F3,"Amplitude ~15%, many many spikes, flat-ish periodogram at 1-2"
PDS 389,455264232,QLP,12,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Amplitude ~0.75%, but very bumpy, filter has difficult time matching general shape"
PDS 389,455264232,QLP,38,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Amplitude ~0.5%, tiny spike in periodogram at 2.5, amplitude decreases with time"
PDS 389,455264232,QLP,39,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Amplitude ~0.5%, difficult to see general shape\"
PDS 389,455264232,QLP,65,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Amplitude ~2%, sharper peaks, quick drop in periodogram"
PDS 389,455264232,QLP,99,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Decreases total of 4% then jumps back up, slight spikes in higher frequencies"
PDS 389,455264232,QLP,100,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Decreases total of 5% then jumps back up, slight spikes in higher frequencies"
PDS 389,455264232,QLP,101,4199,1.2643,13.169431,2.364066,Orion Variable,A3,"Decreases total of 4% then jumps back up, slight spikes in higher frequencies"
PDS 025,53898232,QLP,6,5087,1.3012,13.187217,1.071261,Orion Variable,A3,"Drops by 20%, no repeating shapes but relatively smooth"
PDS 025,53898232,QLP,7,5087,1.3012,13.187217,1.071261,Orion Variable,A3,"Smaller amplitude ~20% and large dip of 60%, steep drop-off on periodogram"
PDS 025,53898232,QLP,33,5087,1.3012,13.187217,1.071261,Orion Variable,A3,"Steady at beginning (change by about 20%) but ~40% amplitude later, periodic flattened lc"
PDS 025,53898232,QLP,87,5087,1.3012,13.187217,1.071261,Orion Variable,A3,"Drops by 30%, many bumps, flattened light curve elongates overtime, pulsations in high frequency periodogram"
V1787 Ori,332856968,QLP,6,3695,2.5554,13.0235,2.2783,Herbig Ae/Be,A5,"Amplitude ~0.75%, sharp peaks, flat at ends, slight peaks in high freq periodogram, both filters difficult time matching shape"
V1787 Ori,332856968,QLP,32,3695,2.5554,13.0235,2.2783,Herbig Ae/Be,A5,"Amplitude ~0.5%, sinusoidal start and flat end"
V1787 Ori,332856968,QLP,98,3695,2.5554,13.0235,2.2783,Herbig Ae/Be,A5,"Dips 4%, sharp peaks and round troughs, small peaks in high freq periodogram"
V599 Ori,332914217,QLP,6,3904,2.4814,12.786575,2.337121,Orion Variable,A8,"Amplitude ~5% with 15% dip, pulsations at 17.5+ freq"
V599 Ori,332914217,QLP,32,3904,2.4814,12.786575,2.337121,Orion Variable,A8,"Amplitude ~2%, pulsations at 17.5+ freq"
V599 Ori,332914217,QLP,98,3904,2.4814,12.786575,2.337121,Orion Variable,A8,"Amplitude ~5% with 10% and 15% dips, pulsations around 20  and 40 freq"
GSC 8645-1401,390384783,SPOC,10,5697,0.5395,12.829108,1.676692,T Tauri,F2,"Amplitude ~2% with two 10% dips, slight peak at 1 on periodogram"
GSC 8645-1401,390384783,SPOC,11,5697,0.5395,12.829108,1.676692,T Tauri,F2,"Amplitude ~2%, slight peak at 1 on periodogram"
AS 470,469534433,QLP,16,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~2-4%, smooth soinusoidal shape, peak at 1 freq without peak near 0"
AS 470,469534433,QLP,17,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~2-4%, smooth soinusoidal shape, peak at 1 freq without peak near 0"
AS 470,469534433,QLP,56,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Early amplitudes ~4%, later amplitudes ~3%, peak in periodogram at 1 and bumpy periodogram"
AS 470,469534433,QLP,57,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Early amplitudes ~3%, later amplitudes ~4%, peak in periodogram at 1 and bumpy periodogram"
AS 470,469534433,QLP,76,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~4% (slightly varying), peak in periodogram at 1 and bumpy periodogram"
AS 470,469534433,QLP,77,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~4%, peak in periodogram at 1 and bumpy periodogram"
AS 470,469534433,QLP,83,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~4% (slightly varying), peak in periodogram at 1 and bumpy periodogram"
AS 470,469534433,QLP,84,7482,0.0989,12.160771,1.352656,Orion Variable,A,"Amplitude ~4% (slightly varying), peak in periodogram at 1 and bumpy periodogram"
KK Oph,24378780,SPOC,91,4359*,4.22,12.153,,Herbig Ae/Be,A6,
GSC 8143-1225,285920558,TESS-SPOC,7,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Smooth, small dips at beginning (amp ~10%), jagged dips < 40% at end, filter has difficult time matching shape"
GSC 8143-1225,285920558,TESS-SPOC,8,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Smooth dips to 15% until end with 25% dip, filter has difficult time matching shape"
GSC 8143-1225,285920558,TESS-SPOC,9,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Varying amplitudes with dips up to 30%, filter has difficult time matching shape"
GSC 8143-1225,285920558,TESS-SPOC,34,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Dips ~30%, jagged and no regular pattern, periodogram peaks lower but has jaggedness at higher freq"
GSC 8143-1225,285920558,TESS-SPOC,35,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Amplitude ~30% (though they look like dips), moving object, periodogram has low freq"
GSC 8143-1225,285920558,TESS-SPOC,36,5039,2.6713,12.699807,1.203525,Orion Variable,F3,"Amplitude ~60%, smooth with small jaggedness, periodogram peaks at 0.5"
PDS 129,207045303,TESS-SPOC,6,6262,1.5029,11.924835,0.983832,T Tauri,F5,"Amplitude ~0.1%, very jagged, periodogram in distinct peaks in low freq"
PDS 129,207045303,TESS-SPOC,33,6262,1.5029,11.924835,0.983832,T Tauri,F5,"Overall change ~1%, very jagged, periodogram has less noticeable peaks"
V1012 Ori,248448633,TESS-SPOC,5,5936,2.6462,12.201826,0.819427,Orion Variable,F3,"Dips ~30%, smooth and no regular pattern, periodogram at high freq has pattern"
V1012 Ori,248448633,TESS-SPOC,32,5936,2.6462,12.201826,0.819427,Orion Variable,F3,"Amplitude ~1% with varying trough sizes, periodogram peaks at ~0.5"
PDS 126,72553036,TESS-SPOC,6,8144,1.1609,11.651379,0.739109,T Tauri,A7,"Amplitude < 0.6%, flattened lightcurve is roughly sinusoidal, low freq 0-2 has high peaks"
PDS 126,72553036,TESS-SPOC,33,8144,1.1609,11.651379,0.739109,T Tauri,A7,"Amplitude ~0.5%, flattened lightcurve is flat but jagged, low freq peaks in periodogram"
GSC 3975-0579,401214336,TESS-SPOC,16,8768,1.0583,11.491503,0.504811,Orion Variable,A2,"Amplitude ~0.2%, periodogram peaks at 0.5"
GSC 3975-0579,401214336,TESS-SPOC,17,8768,1.0583,11.491503,0.504811,Orion Variable,A2,"Amplitude ~0.2%, periodogram peaks at 0.5, potential peaks at higher freq"
BO Cep,367420555,TESS-SPOC,17,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Amplitude ~5% with dips ~20%, bumps in high freq periodogram"
BO Cep,367420555,TESS-SPOC,18,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Big dips by about 20%, small motion < 4%, "
BO Cep,367420555,TESS-SPOC,24,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Dips of 20% and 10%, smaller motion, periodogram has peaks 0-2"
BO Cep,367420555,TESS-SPOC,25,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Dips of 40%, 20%, and 10%, sinusoidal higher freq periodogram"
BO Cep,367420555,TESS-SPOC,57,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Dips 10-25%, smaller motion <5%, periodogram has bumps in 0-3 range"
BO Cep,367420555,TESS-SPOC,77,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Dips 10-25%, smaller motion <5%, periodogram has bumps in 0-3 range"
BO Cep,367420555,TESS-SPOC,78,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Amplitude ~1.5%, dips ~10-15%, periodogram has bumps at lower freq"
BO Cep,367420555,TESS-SPOC,84,6026,2.6751,11.402972,0.834785,Herbig Ae/Be,F5,"Amplitude ~1%, two consecutive dips ~8%, bumps in low freq periodogram"
PX Vul,110990131,SPOC,40,7419,1.5727,11.244534,1.25589,Orion Variable,F3,"Amplitude ~2%, sharper peaks"
PX Vul,110990131,SPOC,41,7419,1.5727,11.244534,1.25589,Orion Variable,F3,~15% dips with small smooth bumps
PX Vul,110990131,SPOC,54,7419,1.5727,11.244534,1.25589,Orion Variable,F3,"50% and 20% dip, smaller and smooth motion otherwise"
LkHa 208,45124112,TESS-SPOC,43,7125,1.6977,11.369095,0.726533,Herbig Ae/Be,F0,"Bigger amplitude 0.2% and smaller amplitude ~0.1%, strong peak in periodogram right under 2"
LkHa 208,45124112,TESS-SPOC,44,7125,1.6977,11.369095,0.726533,Herbig Ae/Be,F0,"Bigger amplitude 0.2% and smaller amplitude ~0.1%, strong peak in periodogram right under 3 and at 3.5"
BH Cep,372070676,TESS-SPOC,17,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"40% dips, smaller dips of 20%, amplitude ~5%"
BH Cep,372070676,TESS-SPOC,18,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"Amplitude ~3%, bigger dips at beginning, constant high freq periodogram"
BH Cep,372070676,TESS-SPOC,24,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"20% dips with 5% amplitude, potential peaks in high freq periodogram?"
BH Cep,372070676,TESS-SPOC,57,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"10% dips with 5% amplitude, slightly jagged, periodogram spikes in low freq"
BH Cep,372070676,TESS-SPOC,58,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"15% dips with 5% amplitude, slightly jagged"
BH Cep,372070676,TESS-SPOC,77,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"40% and 20% dip with 5% amplitude, periodogram spikes in low freq"
BH Cep,372070676,TESS-SPOC,78,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"15% dips with 5% amplitude, slightly jagged, periodogram spikes in low freq"
BH Cep,372070676,TESS-SPOC,84,5910,3.0526,11.11797,0.94925,Herbig Ae/Be,F5,"30% and 15% dip with 5% amplitude, smooth with humps in low freq periodogram"
V350 Ori,332970982,QLP,6,3628*,2.5227,11.612588,0.787162,Orion Variable,A7,"Amplitude 20% -> 5%, amplitude dampens with time"
V350 Ori,332970982,QLP,32,,2.5227,11.612588,0.787162,Orion Variable,A7,"20% overall oscillation with tiny smooth bumps, gaussian looks like many dips"
V350 Ori,332970982,QLP,98,,2.5227,11.612588,0.787162,Orion Variable,A7,"Dips <70%, sharp turns, falttened lightcurve ""pulses"", some spikes at high freq periodogram"
PDS 002,382551468,SPOC,2,6803,2.4871,10.77784,0.530024,Orion Variable,F3,"Amplitud ~0.3%, thick, some spikes at higher freq"
HD 344261,385362401,TESS-SPOC,14,6305,3.3976,10.523235,0.711572,Star,F2,"Amplitude < 0.5%, much of the data did not pass mask, higher frequency peak"
HD 344261,385362401,TESS-SPOC,40,6305,3.3976,10.523235,0.711572,Star,F2,"Amplitude 0.1%, peak in the higher freq periodogram ~7"
HD 344261,385362401,TESS-SPOC,54,6305,3.3976,10.523235,0.711572,Star,F2,"Amplitude 0.1%, peak in the higher freq periodogram ~8"
WW Vul,385894679,SPOC,40,7215,2.062,10.550161,0.628012,Herbig Ae/Be,A2,"Amplitude ~2.5%, 6% dip, second peak in periodogram at 0.5"
WW Vul,385894679,SPOC,54,7215,2.062,10.550161,0.628012,Herbig Ae/Be,A2,"Varying dips ranging 5-20%, jagged, periodogram peaks at 0.5"
WW Vul,385894679,SPOC,81,7215,2.062,10.550161,0.628012,Herbig Ae/Be,A2,"40% with small wiggles (<5%) otherwise, flattened lightcurve has many spikes, no more ""abnormal"" peaks in periodogram"
